word1,word2,WordSim,cos
love,sex,6.77,0.5712030529975891
tiger,cat,7.35,0.6474889516830444
tiger,tiger,10.0,1.0
book,paper,7.46,0.6911730170249939
computer,keyboard,7.62,0.722268283367157
computer,internet,7.58,0.6362819075584412
plane,car,5.77,0.631600558757782
train,car,6.31,0.656135082244873
telephone,communication,7.5,0.45203256607055664
television,radio,6.77,0.6296375393867493
media,radio,7.42,0.5733585357666016
drug,abuse,6.85,0.5878732800483704
bread,butter,6.19,0.8039426803588867
cucumber,potato,5.92,0.5823124051094055
doctor,nurse,7.0,0.5608969330787659
professor,doctor,6.62,0.4891412556171417
student,professor,6.81,0.5356885194778442
smart,student,4.62,0.484118789434433
smart,stupid,5.81,0.6806958317756653
company,stock,7.08,0.5946858525276184
stock,market,8.08,0.7065801024436951
stock,phone,1.62,0.3731856942176819
stock,jaguar,0.92,0.1874077171087265
stock,egg,1.81,0.27457016706466675
fertility,egg,6.69,0.13891398906707764
stock,live,3.73,0.3033409118652344
stock,life,0.92,0.336933434009552
book,library,7.46,0.6843264102935791
bank,money,8.12,0.593066394329071
wood,forest,7.73,0.5748059153556824
money,cash,9.15,0.8412792086601257
professor,cucumber,0.31,0.06680762022733688
king,cabbage,0.23,0.18643958866596222
king,queen,8.58,0.7075935006141663
king,rook,5.92,0.23966184258460999
bishop,rabbi,6.69,0.34334731101989746
holy,sex,1.62,0.4242114722728729
fuck,sex,9.44,0.5852617025375366
football,soccer,9.03,0.8937987089157104
football,basketball,6.81,0.8544036149978638
football,tennis,6.63,0.7019115090370178
tennis,racket,7.56,0.5654837489128113
law,lawyer,8.38,0.6950263381004333
movie,star,7.38,0.6948913335800171
movie,popcorn,6.19,0.4876590073108673
movie,critic,6.73,0.31725189089775085
movie,theater,7.92,0.5844732522964478
physics,proton,8.12,0.16216842830181122
physics,chemistry,7.35,0.7440209984779358
space,chemistry,4.88,0.283468097448349
alcohol,chemistry,5.54,0.20013567805290222
vodka,gin,8.46,0.5888633131980896
vodka,brandy,8.13,0.4421837329864502
drink,car,3.04,0.42675477266311646
drink,ear,1.31,0.3726036250591278
drink,mouth,5.96,0.5493230819702148
drink,eat,6.87,0.7258338332176208
baby,mother,7.85,0.6541873812675476
drink,mother,2.65,0.4350849390029907
car,automobile,8.94,0.4675852656364441
gem,jewel,8.96,0.5813739895820618
journey,voyage,9.29,0.5210896134376526
boy,lad,8.83,0.557645320892334
coast,shore,9.1,0.4983186721801758
asylum,madhouse,8.87,0.3140069842338562
magician,wizard,9.02,0.5971980690956116
midday,noon,9.29,0.6126905679702759
furnace,stove,8.79,0.5896325707435608
food,fruit,7.52,0.6110004782676697
bird,cock,7.1,0.3681226074695587
bird,crane,7.38,0.37518545985221863
tool,implement,6.46,0.4593188464641571
brother,monk,6.27,0.28879183530807495
crane,implement,2.69,0.13425010442733765
lad,brother,4.46,0.5549109578132629
journey,car,5.85,0.4164009690284729
monk,oracle,5.0,0.2615450322628021
cemetery,woodland,2.08,0.542870044708252
food,rooster,4.42,0.15825454890727997
coast,hill,4.38,0.5362189412117004
forest,graveyard,1.85,0.3439937233924866
shore,woodland,3.08,0.27913063764572144
monk,slave,0.92,0.41146478056907654
coast,forest,3.15,0.5421485900878906
lad,wizard,0.92,0.2282143533229828
chord,smile,0.54,0.1889677196741104
glass,magician,2.08,0.16750964522361755
noon,string,0.54,0.14742718636989594
rooster,voyage,0.62,0.08822650462388992
money,dollar,8.42,0.70035320520401
money,cash,9.08,0.8412792086601257
money,currency,9.04,0.4508795738220215
money,wealth,8.27,0.6221842765808105
money,property,7.57,0.5285583734512329
money,possession,7.29,0.36975252628326416
money,bank,8.5,0.593066394329071
money,deposit,7.73,0.529695451259613
money,withdrawal,6.88,0.2968609035015106
money,laundering,5.65,0.4154551923274994
money,operation,3.31,0.3334324061870575
tiger,jaguar,8.0,0.4158054292201996
tiger,feline,8.0,0.36991721391677856
tiger,carnivore,7.08,0.18488651514053345
tiger,mammal,6.85,0.2023335099220276
tiger,animal,7.0,0.499980628490448
tiger,organism,4.77,0.17651548981666565
tiger,fauna,5.62,0.16527411341667175
tiger,zoo,5.87,0.4570419490337372
psychology,psychiatry,8.08,0.5128021836280823
psychology,anxiety,7.0,0.5707123279571533
psychology,fear,6.85,0.35491496324539185
psychology,depression,7.42,0.5385658144950867
psychology,clinic,6.58,0.32942336797714233
psychology,doctor,6.42,0.36857423186302185
psychology,mind,7.69,0.5233191847801208
psychology,health,7.23,0.5696459412574768
psychology,science,6.71,0.8005320429801941
psychology,discipline,5.58,0.4589941203594208
psychology,cognition,7.48,0.3710342049598694
planet,star,8.45,0.5217256546020508
planet,constellation,8.06,0.16874386370182037
planet,moon,8.08,0.6412648558616638
planet,sun,8.02,0.5611745715141296
planet,galaxy,8.11,0.4081413745880127
planet,space,7.92,0.6903716325759888
planet,astronomer,7.94,0.1498376727104187
precedent,example,5.85,0.31900855898857117
precedent,information,3.85,0.24641300737857819
precedent,cognition,2.81,0.16926509141921997
precedent,law,6.65,0.3107399642467499
precedent,collection,2.5,0.2603648900985718
precedent,group,1.77,0.05133933946490288
precedent,antecedent,6.04,0.41010597348213196
cup,coffee,6.58,0.601052463054657
cup,tableware,6.85,0.03348850831389427
cup,article,2.4,0.26261886954307556
cup,artifact,2.92,0.06210309639573097
cup,object,3.69,0.17451626062393188
cup,entity,2.15,-0.018967323005199432
cup,drink,7.25,0.5542153120040894
cup,food,5.0,0.5067960023880005
cup,substance,1.92,0.09993371367454529
cup,liquid,5.9,0.4031076729297638
jaguar,cat,7.42,0.3037109673023224
jaguar,car,7.27,0.37330371141433716
energy,secretary,1.81,0.2938344180583954
secretary,senate,5.06,0.569999635219574
energy,laboratory,5.09,0.27543485164642334
computer,laboratory,6.78,0.3539472222328186
weapon,secret,6.06,0.4171556830406189
investigation,effort,4.59,0.29713332653045654
news,report,8.16,0.7305991649627686
canyon,landscape,7.53,0.4184696674346924
image,surface,4.56,0.5149044394493103
discovery,space,6.34,0.6323758363723755
sign,recess,2.38,0.1070031002163887
mile,kilometer,8.66,0.3781857192516327
computer,news,4.47,0.40494993329048157
territory,surface,5.34,0.2749936580657959
atmosphere,landscape,3.69,0.42621350288391113
president,medal,3.0,0.4399358928203583
war,troops,8.13,0.546090304851532
record,number,6.31,0.577117919921875
skin,eye,6.22,0.714453935623169
theater,history,3.91,0.42823526263237
volunteer,motto,2.56,0.11878356337547302
prejudice,recognition,3.0,0.2500779628753662
decoration,valor,5.63,0.008497913368046284
century,year,7.59,0.5349399447441101
century,nation,3.16,0.3170025050640106
delay,racism,1.19,0.29939740896224976
delay,news,3.31,0.3660210967063904
minister,party,6.63,0.3270290493965149
peace,plan,4.75,0.4219207465648651
