word1,word2,WordSim,cos
love,sex,6.77,0.42882969975471497
tiger,cat,7.35,0.3128907084465027
tiger,tiger,10.0,1.0000001192092896
book,paper,7.46,0.45421600341796875
computer,keyboard,7.62,0.44146111607551575
computer,internet,7.58,0.5857782959938049
plane,car,5.77,0.3815215826034546
train,car,6.31,0.4673363268375397
telephone,communication,7.5,0.4718911051750183
television,radio,6.77,0.6789700388908386
media,radio,7.42,0.47276291251182556
drug,abuse,6.85,0.4468926191329956
bread,butter,6.19,0.6225634813308716
cucumber,potato,5.92,0.4519469141960144
doctor,nurse,7.0,0.5859818458557129
professor,doctor,6.62,0.4195367097854614
student,professor,6.81,0.4579166769981384
smart,student,4.62,0.23027516901493073
smart,stupid,5.81,0.42761316895484924
company,stock,7.08,0.46949824690818787
stock,market,8.08,0.6743506789207458
stock,phone,1.62,0.23901242017745972
stock,jaguar,0.92,0.06333696097135544
stock,egg,1.81,0.14255408942699432
fertility,egg,6.69,0.22647430002689362
stock,live,3.73,0.13229955732822418
stock,life,0.92,0.2270859032869339
book,library,7.46,0.41653135418891907
bank,money,8.12,0.43630537390708923
wood,forest,7.73,0.39838752150535583
money,cash,9.15,0.7336214184761047
professor,cucumber,0.31,-0.05417889729142189
king,cabbage,0.23,-0.014721641317009926
king,queen,8.58,0.6336468458175659
king,rook,5.92,0.1914372742176056
bishop,rabbi,6.69,0.33189472556114197
holy,sex,1.62,0.14991724491119385
fuck,sex,9.44,0.07073558121919632
football,soccer,9.03,0.7682592272758484
football,basketball,6.81,0.7341023683547974
football,tennis,6.63,0.46297940611839294
tennis,racket,7.56,0.343211829662323
law,lawyer,8.38,0.4492788314819336
movie,star,7.38,0.5045109391212463
movie,popcorn,6.19,0.306928813457489
movie,critic,6.73,0.27379870414733887
movie,theater,7.92,0.47846680879592896
physics,proton,8.12,0.1082446351647377
physics,chemistry,7.35,0.737989604473114
space,chemistry,4.88,0.1741025149822235
alcohol,chemistry,5.54,0.15218892693519592
vodka,gin,8.46,0.5973149538040161
vodka,brandy,8.13,0.5515040159225464
drink,car,3.04,0.2275724560022354
drink,ear,1.31,0.10249478369951248
drink,mouth,5.96,0.24786972999572754
drink,eat,6.87,0.6121312975883484
baby,mother,7.85,0.5449445843696594
drink,mother,2.65,0.20563256740570068
car,automobile,8.94,0.5955727696418762
gem,jewel,8.96,0.4825545847415924
journey,voyage,9.29,0.6585056185722351
boy,lad,8.83,0.30439940094947815
coast,shore,9.1,0.5113322734832764
asylum,madhouse,8.87,0.013928532600402832
magician,wizard,9.02,0.4954693913459778
midday,noon,9.29,0.6871416568756104
furnace,stove,8.79,0.5576939582824707
food,fruit,7.52,0.4265904128551483
bird,cock,7.1,0.24072742462158203
bird,crane,7.38,0.2928224205970764
tool,implement,6.46,0.28668057918548584
brother,monk,6.27,0.3126448094844818
crane,implement,2.69,-0.010687379166483879
lad,brother,4.46,0.14060160517692566
journey,car,5.85,0.18454399704933167
monk,oracle,5.0,-0.047225601971149445
cemetery,woodland,2.08,0.30702492594718933
food,rooster,4.42,0.03906494006514549
coast,hill,4.38,0.16543267667293549
forest,graveyard,1.85,0.11173495650291443
shore,woodland,3.08,0.139700785279274
monk,slave,0.92,0.0885525718331337
coast,forest,3.15,0.2915761172771454
lad,wizard,0.92,0.2029847800731659
chord,smile,0.54,0.10053610801696777
glass,magician,2.08,0.05961593985557556
noon,string,0.54,-0.007039049174636602
rooster,voyage,0.62,-0.03976676985621452
money,dollar,8.42,0.44322896003723145
money,cash,9.08,0.7336214184761047
money,currency,9.04,0.36626631021499634
money,wealth,8.27,0.4856671690940857
money,property,7.57,0.39373937249183655
money,possession,7.29,0.24187281727790833
money,bank,8.5,0.43630537390708923
money,deposit,7.73,0.3629534840583801
money,withdrawal,6.88,0.207135409116745
money,laundering,5.65,0.47367623448371887
money,operation,3.31,0.2877161502838135
tiger,jaguar,8.0,0.3186071813106537
tiger,feline,8.0,0.15238100290298462
tiger,carnivore,7.08,0.03522181510925293
tiger,mammal,6.85,0.15199407935142517
tiger,animal,7.0,0.32383763790130615
tiger,organism,4.77,0.024181058630347252
tiger,fauna,5.62,0.12435588240623474
tiger,zoo,5.87,0.3433603048324585
psychology,psychiatry,8.08,0.6271506547927856
psychology,anxiety,7.0,0.22350895404815674
psychology,fear,6.85,0.07612655311822891
psychology,depression,7.42,0.168799489736557
psychology,clinic,6.58,0.19826190173625946
psychology,doctor,6.42,0.26860588788986206
psychology,mind,7.69,0.31606265902519226
psychology,health,7.23,0.23885361850261688
psychology,science,6.71,0.568446934223175
psychology,discipline,5.58,0.28028789162635803
psychology,cognition,7.48,0.4412127137184143
planet,star,8.45,0.3734610080718994
planet,constellation,8.06,0.3275790810585022
planet,moon,8.08,0.4963635504245758
planet,sun,8.02,0.37813761830329895
planet,galaxy,8.11,0.45716336369514465
planet,space,7.92,0.41932186484336853
planet,astronomer,7.94,0.28708717226982117
precedent,example,5.85,0.3049669563770294
precedent,information,3.85,0.14406609535217285
precedent,cognition,2.81,0.04890250414609909
precedent,law,6.65,0.3732045888900757
precedent,collection,2.5,0.08415169268846512
precedent,group,1.77,0.017252687364816666
precedent,antecedent,6.04,0.17536088824272156
cup,coffee,6.58,0.23093807697296143
cup,tableware,6.85,-0.048064351081848145
cup,article,2.4,0.06932426989078522
cup,artifact,2.92,-0.10705775022506714
cup,object,3.69,0.0008396391640417278
cup,entity,2.15,0.0008168338681571186
cup,drink,7.25,0.2501102685928345
cup,food,5.0,0.1072702407836914
cup,substance,1.92,0.05970926582813263
cup,liquid,5.9,0.17288492619991302
jaguar,cat,7.42,0.20211467146873474
jaguar,car,7.27,0.39016440510749817
energy,secretary,1.81,0.2608836591243744
secretary,senate,5.06,0.3511750102043152
energy,laboratory,5.09,0.25554758310317993
computer,laboratory,6.78,0.37206149101257324
weapon,secret,6.06,0.3381322920322418
investigation,effort,4.59,0.38068658113479614
news,report,8.16,0.5350134968757629
canyon,landscape,7.53,0.18751832842826843
image,surface,4.56,0.22894985973834991
discovery,space,6.34,0.45674431324005127
